id,transaction_type,transaction_date,account,vehicle_id,customer_id,amount,description
1,revenue,2025-08-28,Revenue - Transport Services,1,1,101381.69,Revenue 2025-08 | BUS-101 | ABC Logistics Pvt Ltd
471,revenue,2026-03-28,Revenue - Transport Services,5,7,43179.09,Revenue 2026-03 | BUS-105 | PQR Infrastructure
472,revenue,2026-03-28,Revenue - Transport Services,5,8,69842.23,Revenue 2026-03 | BUS-105 | STU Exports Ltd
473,revenue,2026-03-28,Revenue - Transport Services,5,4,38606.61,Revenue 2026-03 | BUS-105 | GHI Travels & Tours
474,revenue,2026-03-28,Revenue - Transport Services,5,3,39224.14,Revenue 2026-03 | BUS-105 | DEF Industries
475,revenue,2026-03-28,Revenue - Transport Services,5,6,34160.48,Revenue 2026-03 | BUS-105 | MNO Textiles
476,revenue,2026-03-28,Revenue - Transport Services,5,5,41142.88,Revenue 2026-03 | BUS-105 | JKL Pharma Ltd
477,revenue,2026-04-28,Revenue - Transport Services,5,1,80059.02,Revenue 2026-04 | BUS-105 | ABC Logistics Pvt Ltd
478,revenue,2026-04-28,Revenue - Transport Services,5,8,55309.0,Revenue 2026-04 | BUS-105 | STU Exports Ltd
479,revenue,2026-04-28,Revenue - Transport Services,5,3,108694.96,Revenue 2026-04 | BUS-105 | DEF Industries
480,revenue,2026-04-28,Revenue - Transport Services,5,2,140887.82,Revenue 2026-04 | BUS-105 | XYZ Manufacturing Ltd
481,revenue,2026-04-28,Revenue - Transport Services,5,6,45116.72,Revenue 2026-04 | BUS-105 | MNO Textiles
482,revenue,2026-04-28,Revenue - Transport Services,5,5,67524.55,Revenue 2026-04 | BUS-105 | JKL Pharma Ltd
483,revenue,2026-04-28,Revenue - Transport Services,5,7,70806.31,Revenue 2026-04 | BUS-105 | PQR Infrastructure
484,revenue,2026-04-28,Revenue - Transport Services,5,4,68920.08,Revenue 2026-04 | BUS-105 | GHI Travels & Tours
485,revenue,2026-05-28,Revenue - Transport Services,5,3,70226.14,Revenue 2026-05 | BUS-105 | DEF Industries
486,revenue,2026-05-28,Revenue - Transport Services,5,7,134299.56,Revenue 2026-05 | BUS-105 | PQR Infrastructure
487,revenue,2026-05-28,Revenue - Transport Services,5,5,54015.11,Revenue 2026-05 | BUS-105 | JKL Pharma Ltd
488,revenue,2026-05-28,Revenue - Transport Services,5,2,61826.37,Revenue 2026-05 | BUS-105 | XYZ Manufacturing Ltd
489,revenue,2026-05-28,Revenue - Transport Services,5,8,36208.72,Revenue 2026-05 | BUS-105 | STU Exports Ltd
490,revenue,2026-05-28,Revenue - Transport Services,5,6,19760.64,Revenue 2026-05 | BUS-105 | MNO Textiles
491,revenue,2026-06-28,Revenue - Transport Services,5,8,125678.41,Revenue 2026-06 | BUS-105 | STU Exports Ltd
492,revenue,2026-06-28,Revenue - Transport Services,5,3,91214.91,Revenue 2026-06 | BUS-105 | DEF Industries
493,revenue,2026-06-28,Revenue - Transport Services,5,6,33975.95,Revenue 2026-06 | BUS-105 | MNO Textiles
494,revenue,2026-06-28,Revenue - Transport Services,5,7,75107.17,Revenue 2026-06 | BUS-105 | PQR Infrastructure
495,revenue,2026-06-28,Revenue - Transport Services,5,2,64640.17,Revenue 2026-06 | BUS-105 | XYZ Manufacturing Ltd
496,revenue,2026-06-28,Revenue - Transport Services,5,1,105413.06,Revenue 2026-06 | BUS-105 | ABC Logistics Pvt Ltd
497,revenue,2026-06-28,Revenue - Transport Services,5,5,76418.76,Revenue 2026-06 | BUS-105 | JKL Pharma Ltd
498,revenue,2026-05-28,Revenue - Transport Services,5,4,59572.72,Revenue 2026-05 | BUS-105 | GHI Travels & Tours
499,revenue,2026-05-28,Revenue - Transport Services,5,1,17426.68,Revenue 2026-05 | BUS-105 | ABC Logistics Pvt Ltd
500,revenue,2026-07-28,Revenue - Transport Services,5,7,84820.6,Revenue 2026-07 | BUS-105 | PQR Infrastructure
501,revenue,2026-07-28,Revenue - Transport Services,5,5,83907.08,Revenue 2026-07 | BUS-105 | JKL Pharma Ltd
502,revenue,2026-07-28,Revenue - Transport Services,5,8,69517.57,Revenue 2026-07 | BUS-105 | STU Exports Ltd
503,revenue,2026-07-28,Revenue - Transport Services,5,3,125879.26,Revenue 2026-07 | BUS-105 | DEF Industries
504,revenue,2026-07-28,Revenue - Transport Services,5,1,54635.2,Revenue 2026-07 | BUS-105 | ABC Logistics Pvt Ltd
505,revenue,2026-07-28,Revenue - Transport Services,5,4,41770.45,Revenue 2026-07 | BUS-105 | GHI Travels & Tours
506,revenue,2026-07-28,Revenue - Transport Services,5,2,33774.93,Revenue 2026-07 | BUS-105 | XYZ Manufacturing Ltd
507,revenue,2026-08-28,Revenue - Transport Services,5,8,87583.11,Revenue 2026-08 | BUS-105 | STU Exports Ltd
508,revenue,2026-08-28,Revenue - Transport Services,5,3,48869.71,Revenue 2026-08 | BUS-105 | DEF Industries
509,revenue,2026-08-28,Revenue - Transport Services,5,1,50802.92,Revenue 2026-08 | BUS-105 | ABC Logistics Pvt Ltd
510,revenue,2026-08-28,Revenue - Transport Services,5,7,14720.81,Revenue 2026-08 | BUS-105 | PQR Infrastructure
511,revenue,2026-08-28,Revenue - Transport Services,5,6,14408.24,Revenue 2026-08 | BUS-105 | MNO Textiles
512,revenue,2026-07-28,Revenue - Transport Services,5,6,33986.83,Revenue 2026-07 | BUS-105 | MNO Textiles
513,revenue,2026-08-28,Revenue - Transport Services,5,5,44151.15,Revenue 2026-08 | BUS-105 | JKL Pharma Ltd
514,revenue,2026-08-28,Revenue - Transport Services,5,2,14189.28,Revenue 2026-08 | BUS-105 | XYZ Manufacturing Ltd
515,revenue,2025-09-28,Revenue - Transport Services,6,3,194670.18,Revenue 2025-09 | TRK-101 | DEF Industries
516,revenue,2025-09-28,Revenue - Transport Services,6,6,160869.8,Revenue 2025-09 | TRK-101 | MNO Textiles
517,revenue,2025-08-28,Revenue - Transport Services,6,1,61022.82,Revenue 2025-08 | TRK-101 | ABC Logistics Pvt Ltd
518,revenue,2025-08-28,Revenue - Transport Services,6,2,39306.16,Revenue 2025-08 | TRK-101 | XYZ Manufacturing Ltd
519,revenue,2025-09-28,Revenue - Transport Services,6,5,128548.48,Revenue 2025-09 | TRK-101 | JKL Pharma Ltd
520,revenue,2025-09-28,Revenue - Transport Services,6,8,67526.54,Revenue 2025-09 | TRK-101 | STU Exports Ltd
521,revenue,2025-08-28,Revenue - Transport Services,6,5,16550.78,Revenue 2025-08 | TRK-101 | JKL Pharma Ltd
522,revenue,2025-08-28,Revenue - Transport Services,6,6,75197.65,Revenue 2025-08 | TRK-101 | MNO Textiles
523,revenue,2025-09-28,Revenue - Transport Services,6,2,206716.39,Revenue 2025-09 | TRK-101 | XYZ Manufacturing Ltd
524,revenue,2025-09-28,Revenue - Transport Services,6,1,279829.12,Revenue 2025-09 | TRK-101 | ABC Logistics Pvt Ltd
525,revenue,2025-08-28,Revenue - Transport Services,6,7,41657.15,Revenue 2025-08 | TRK-101 | PQR Infrastructure
526,revenue,2025-08-28,Revenue - Transport Services,6,4,169486.25,Revenue 2025-08 | TRK-101 | GHI Travels & Tours
527,revenue,2025-09-28,Revenue - Transport Services,6,4,202701.27,Revenue 2025-09 | TRK-101 | GHI Travels & Tours
528,revenue,2025-08-28,Revenue - Transport Services,6,8,23189.41,Revenue 2025-08 | TRK-101 | STU Exports Ltd
529,revenue,2025-10-28,Revenue - Transport Services,6,7,116098.38,Revenue 2025-10 | TRK-101 | PQR Infrastructure
530,revenue,2025-10-28,Revenue - Transport Services,6,8,284112.6,Revenue 2025-10 | TRK-101 | STU Exports Ltd
531,revenue,2025-10-28,Revenue - Transport Services,6,1,128784.54,Revenue 2025-10 | TRK-101 | ABC Logistics Pvt Ltd
532,revenue,2025-10-28,Revenue - Transport Services,6,2,190085.34,Revenue 2025-10 | TRK-101 | XYZ Manufacturing Ltd
533,revenue,2025-10-28,Revenue - Transport Services,6,3,102450.13,Revenue 2025-10 | TRK-101 | DEF Industries
534,revenue,2025-09-28,Revenue - Transport Services,6,7,18472.22,Revenue 2025-09 | TRK-101 | PQR Infrastructure
535,revenue,2025-10-28,Revenue - Transport Services,6,4,184317.75,Revenue 2025-10 | TRK-101 | GHI Travels & Tours
536,revenue,2025-10-28,Revenue - Transport Services,6,6,158735.4,Revenue 2025-10 | TRK-101 | MNO Textiles
537,revenue,2025-11-28,Revenue - Transport Services,6,8,132191.17,Revenue 2025-11 | TRK-101 | STU Exports Ltd
538,revenue,2025-11-28,Revenue - Transport Services,6,7,204655.39,Revenue 2025-11 | TRK-101 | PQR Infrastructure
539,revenue,2025-11-28,Revenue - Transport Services,6,1,214350.28,Revenue 2025-11 | TRK-101 | ABC Logistics Pvt Ltd
540,revenue,2025-11-28,Revenue - Transport Services,6,5,122835.64,Revenue 2025-11 | TRK-101 | JKL Pharma Ltd
541,revenue,2025-11-28,Revenue - Transport Services,6,4,253027.78,Revenue 2025-11 | TRK-101 | GHI Travels & Tours
542,revenue,2025-11-28,Revenue - Transport Services,6,6,130605.77,Revenue 2025-11 | TRK-101 | MNO Textiles
543,revenue,2025-11-28,Revenue - Transport Services,6,3,100116.46,Revenue 2025-11 | TRK-101 | DEF Industries
544,revenue,2025-11-28,Revenue - Transport Services,6,2,57039.19,Revenue 2025-11 | TRK-101 | XYZ Manufacturing Ltd
545,revenue,2025-12-28,Revenue - Transport Services,6,5,83018.66,Revenue 2025-12 | TRK-101 | JKL Pharma Ltd
546,revenue,2025-12-28,Revenue - Transport Services,6,4,390318.64,Revenue 2025-12 | TRK-101 | GHI Travels & Tours
547,revenue,2025-12-28,Revenue - Transport Services,6,3,109673.6,Revenue 2025-12 | TRK-101 | DEF Industries
548,revenue,2025-12-28,Revenue - Transport Services,6,2,127408.14,Revenue 2025-12 | TRK-101 | XYZ Manufacturing Ltd
549,revenue,2025-12-28,Revenue - Transport Services,6,7,187116.61,Revenue 2025-12 | TRK-101 | PQR Infrastructure
550,revenue,2025-12-28,Revenue - Transport Services,6,8,159945.02,Revenue 2025-12 | TRK-101 | STU Exports Ltd
551,revenue,2025-12-28,Revenue - Transport Services,6,1,189718.05,Revenue 2025-12 | TRK-101 | ABC Logistics Pvt Ltd
552,revenue,2025-12-28,Revenue - Transport Services,6,6,42049.65,Revenue 2025-12 | TRK-101 | MNO Textiles
553,revenue,2026-01-28,Revenue - Transport Services,6,5,157168.9,Revenue 2026-01 | TRK-101 | JKL Pharma Ltd
554,revenue,2026-01-28,Revenue - Transport Services,6,2,318798.42,Revenue 2026-01 | TRK-101 | XYZ Manufacturing Ltd
555,revenue,2026-01-28,Revenue - Transport Services,6,4,192743.74,Revenue 2026-01 | TRK-101 | GHI Travels & Tours
556,revenue,2026-01-28,Revenue - Transport Services,6,3,167957.64,Revenue 2026-01 | TRK-101 | DEF Industries
557,revenue,2026-01-28,Revenue - Transport Services,6,6,212272.87,Revenue 2026-01 | TRK-101 | MNO Textiles
558,revenue,2026-01-28,Revenue - Transport Services,6,7,94452.0,Revenue 2026-01 | TRK-101 | PQR Infrastructure
559,revenue,2026-01-28,Revenue - Transport Services,6,8,82206.8,Revenue 2026-01 | TRK-101 | STU Exports Ltd
560,revenue,2026-01-28,Revenue - Transport Services,6,1,139578.94,Revenue 2026-01 | TRK-101 | ABC Logistics Pvt Ltd
561,revenue,2026-02-28,Revenue - Transport Services,6,8,170006.75,Revenue 2026-02 | TRK-101 | STU Exports Ltd
562,revenue,2026-02-28,Revenue - Transport Services,6,3,254433.55,Revenue 2026-02 | TRK-101 | DEF Industries
563,revenue,2026-02-28,Revenue - Transport Services,6,7,152570.47,Revenue 2026-02 | TRK-101 | PQR Infrastructure
564,revenue,2026-02-28,Revenue - Transport Services,6,1,143322.15,Revenue 2026-02 | TRK-101 | ABC Logistics Pvt Ltd
565,revenue,2026-02-28,Revenue - Transport Services,6,2,202572.94,Revenue 2026-02 | TRK-101 | XYZ Manufacturing Ltd
566,revenue,2026-02-28,Revenue - Transport Services,6,6,116151.04,Revenue 2026-02 | TRK-101 | MNO Textiles
567,revenue,2026-02-28,Revenue - Transport Services,6,4,58969.79,Revenue 2026-02 | TRK-101 | GHI Travels & Tours
568,revenue,2026-02-28,Revenue - Transport Services,6,5,47539.7,Revenue 2026-02 | TRK-101 | JKL Pharma Ltd
569,revenue,2026-03-28,Revenue - Transport Services,6,5,268752.18,Revenue 2026-03 | TRK-101 | JKL Pharma Ltd
570,revenue,2026-03-28,Revenue - Transport Services,6,3,332933.65,Revenue 2026-03 | TRK-101 | DEF Industries
571,revenue,2026-03-28,Revenue - Transport Services,6,4,276015.87,Revenue 2026-03 | TRK-101 | GHI Travels & Tours
572,revenue,2026-03-28,Revenue - Transport Services,6,8,116015.11,Revenue 2026-03 | TRK-101 | STU Exports Ltd
573,revenue,2026-03-28,Revenue - Transport Services,6,2,133033.14,Revenue 2026-03 | TRK-101 | XYZ Manufacturing Ltd
574,revenue,2026-03-28,Revenue - Transport Services,6,1,145503.68,Revenue 2026-03 | TRK-101 | ABC Logistics Pvt Ltd
575,revenue,2026-03-28,Revenue - Transport Services,6,6,180604.86,Revenue 2026-03 | TRK-101 | MNO Textiles
576,revenue,2026-03-28,Revenue - Transport Services,6,7,126433.72,Revenue 2026-03 | TRK-101 | PQR Infrastructure
577,revenue,2026-04-28,Revenue - Transport Services,6,8,157081.96,Revenue 2026-04 | TRK-101 | STU Exports Ltd
578,revenue,2026-04-28,Revenue - Transport Services,6,5,143354.81,Revenue 2026-04 | TRK-101 | JKL Pharma Ltd
579,revenue,2026-04-28,Revenue - Transport Services,6,2,182247.99,Revenue 2026-04 | TRK-101 | XYZ Manufacturing Ltd
580,revenue,2026-04-28,Revenue - Transport Services,6,4,404544.25,Revenue 2026-04 | TRK-101 | GHI Travels & Tours
581,revenue,2026-04-28,Revenue - Transport Services,6,3,125684.8,Revenue 2026-04 | TRK-101 | DEF Industries
582,revenue,2026-04-28,Revenue - Transport Services,6,1,159520.09,Revenue 2026-04 | TRK-101 | ABC Logistics Pvt Ltd
583,revenue,2026-04-28,Revenue - Transport Services,6,7,121485.87,Revenue 2026-04 | TRK-101 | PQR Infrastructure
584,revenue,2026-04-28,Revenue - Transport Services,6,6,176851.74,Revenue 2026-04 | TRK-101 | MNO Textiles
585,revenue,2026-05-28,Revenue - Transport Services,6,8,99628.51,Revenue 2026-05 | TRK-101 | STU Exports Ltd
586,revenue,2026-05-28,Revenue - Transport Services,6,2,128231.59,Revenue 2026-05 | TRK-101 | XYZ Manufacturing Ltd
587,revenue,2026-05-28,Revenue - Transport Services,6,7,282005.28,Revenue 2026-05 | TRK-101 | PQR Infrastructure
588,revenue,2026-05-28,Revenue - Transport Services,6,6,166209.97,Revenue 2026-05 | TRK-101 | MNO Textiles
589,revenue,2026-05-28,Revenue - Transport Services,6,3,191726.05,Revenue 2026-05 | TRK-101 | DEF Industries
590,revenue,2026-05-28,Revenue - Transport Services,6,1,233509.7,Revenue 2026-05 | TRK-101 | ABC Logistics Pvt Ltd
591,revenue,2026-05-28,Revenue - Transport Services,6,4,243893.0,Revenue 2026-05 | TRK-101 | GHI Travels & Tours
592,revenue,2026-05-28,Revenue - Transport Services,6,5,47208.61,Revenue 2026-05 | TRK-101 | JKL Pharma Ltd
593,revenue,2026-06-28,Revenue - Transport Services,6,2,304740.61,Revenue 2026-06 | TRK-101 | XYZ Manufacturing Ltd
594,revenue,2026-06-28,Revenue - Transport Services,6,4,170078.38,Revenue 2026-06 | TRK-101 | GHI Travels & Tours
595,revenue,2026-06-28,Revenue - Transport Services,6,6,59921.1,Revenue 2026-06 | TRK-101 | MNO Textiles
596,revenue,2026-06-28,Revenue - Transport Services,6,3,117741.43,Revenue 2026-06 | TRK-101 | DEF Industries
597,revenue,2026-06-28,Revenue - Transport Services,6,5,141467.95,Revenue 2026-06 | TRK-101 | JKL Pharma Ltd
598,revenue,2026-06-28,Revenue - Transport Services,6,8,99225.64,Revenue 2026-06 | TRK-101 | STU Exports Ltd
599,revenue,2026-06-28,Revenue - Transport Services,6,7,36561.23,Revenue 2026-06 | TRK-101 | PQR Infrastructure
600,revenue,2026-06-28,Revenue - Transport Services,6,1,213983.53,Revenue 2026-06 | TRK-101 | ABC Logistics Pvt Ltd
601,revenue,2026-07-28,Revenue - Transport Services,6,1,249233.09,Revenue 2026-07 | TRK-101 | ABC Logistics Pvt Ltd
602,revenue,2026-07-28,Revenue - Transport Services,6,3,278793.1,Revenue 2026-07 | TRK-101 | DEF Industries
603,revenue,2026-07-28,Revenue - Transport Services,6,4,251895.52,Revenue 2026-07 | TRK-101 | GHI Travels & Tours
604,revenue,2026-07-28,Revenue - Transport Services,6,8,118282.23,Revenue 2026-07 | TRK-101 | STU Exports Ltd
605,revenue,2026-07-28,Revenue - Transport Services,6,6,69804.95,Revenue 2026-07 | TRK-101 | MNO Textiles
606,revenue,2026-07-28,Revenue - Transport Services,6,5,99840.49,Revenue 2026-07 | TRK-101 | JKL Pharma Ltd
607,revenue,2026-07-28,Revenue - Transport Services,6,2,183261.92,Revenue 2026-07 | TRK-101 | XYZ Manufacturing Ltd
608,revenue,2026-07-28,Revenue - Transport Services,6,7,206321.92,Revenue 2026-07 | TRK-101 | PQR Infrastructure
609,revenue,2026-08-28,Revenue - Transport Services,6,2,51251.03,Revenue 2026-08 | TRK-101 | XYZ Manufacturing Ltd
610,revenue,2026-08-28,Revenue - Transport Services,6,5,113078.66,Revenue 2026-08 | TRK-101 | JKL Pharma Ltd
611,revenue,2026-08-28,Revenue - Transport Services,6,1,157977.88,Revenue 2026-08 | TRK-101 | ABC Logistics Pvt Ltd
612,revenue,2026-08-28,Revenue - Transport Services,6,4,56408.01,Revenue 2026-08 | TRK-101 | GHI Travels & Tours
613,revenue,2026-08-28,Revenue - Transport Services,6,7,90940.25,Revenue 2026-08 | TRK-101 | PQR Infrastructure
614,revenue,2026-08-28,Revenue - Transport Services,6,3,44231.62,Revenue 2026-08 | TRK-101 | DEF Industries
615,revenue,2026-08-28,Revenue - Transport Services,6,8,72773.52,Revenue 2026-08 | TRK-101 | STU Exports Ltd
616,revenue,2026-08-28,Revenue - Transport Services,6,6,37815.15,Revenue 2026-08 | TRK-101 | MNO Textiles
617,revenue,2025-09-28,Revenue - Transport Services,7,5,92130.94,Revenue 2025-09 | TRK-102 | JKL Pharma Ltd
618,revenue,2025-09-28,Revenue - Transport Services,7,4,101163.28,Revenue 2025-09 | TRK-102 | GHI Travels & Tours
619,revenue,2025-08-28,Revenue - Transport Services,7,4,105711.82,Revenue 2025-08 | TRK-102 | GHI Travels & Tours
620,revenue,2025-09-28,Revenue - Transport Services,7,2,92785.72,Revenue 2025-09 | TRK-102 | XYZ Manufacturing Ltd
621,revenue,2025-09-28,Revenue - Transport Services,7,7,124819.92,Revenue 2025-09 | TRK-102 | PQR Infrastructure
622,revenue,2025-08-28,Revenue - Transport Services,7,1,141336.06,Revenue 2025-08 | TRK-102 | ABC Logistics Pvt Ltd
623,revenue,2025-08-28,Revenue - Transport Services,7,2,39306.27,Revenue 2025-08 | TRK-102 | XYZ Manufacturing Ltd
624,revenue,2025-08-28,Revenue - Transport Services,7,8,129903.75,Revenue 2025-08 | TRK-102 | STU Exports Ltd
625,revenue,2025-09-28,Revenue - Transport Services,7,6,166954.45,Revenue 2025-09 | TRK-102 | MNO Textiles
626,revenue,2025-08-28,Revenue - Transport Services,7,6,62827.91,Revenue 2025-08 | TRK-102 | MNO Textiles
627,revenue,2025-09-28,Revenue - Transport Services,7,8,84660.36,Revenue 2025-09 | TRK-102 | STU Exports Ltd
628,revenue,2025-09-28,Revenue - Transport Services,7,1,19480.13,Revenue 2025-09 | TRK-102 | ABC Logistics Pvt Ltd
629,revenue,2025-09-28,Revenue - Transport Services,7,3,17066.41,Revenue 2025-09 | TRK-102 | DEF Industries
630,revenue,2025-08-28,Revenue - Transport Services,7,7,16756.64,Revenue 2025-08 | TRK-102 | PQR Infrastructure
631,revenue,2025-08-28,Revenue - Transport Services,7,3,85610.67,Revenue 2025-08 | TRK-102 | DEF Industries
632,revenue,2025-10-28,Revenue - Transport Services,7,1,356386.64,Revenue 2025-10 | TRK-102 | ABC Logistics Pvt Ltd
633,revenue,2025-10-28,Revenue - Transport Services,7,2,57074.56,Revenue 2025-10 | TRK-102 | XYZ Manufacturing Ltd
634,revenue,2025-10-28,Revenue - Transport Services,7,7,133264.02,Revenue 2025-10 | TRK-102 | PQR Infrastructure
635,revenue,2025-10-28,Revenue - Transport Services,7,5,55064.84,Revenue 2025-10 | TRK-102 | JKL Pharma Ltd
636,revenue,2025-10-28,Revenue - Transport Services,7,4,318057.07,Revenue 2025-10 | TRK-102 | GHI Travels & Tours
637,revenue,2025-10-28,Revenue - Transport Services,7,3,152410.64,Revenue 2025-10 | TRK-102 | DEF Industries
638,revenue,2025-10-28,Revenue - Transport Services,7,6,152600.15,Revenue 2025-10 | TRK-102 | MNO Textiles
639,revenue,2025-10-28,Revenue - Transport Services,7,8,57312.61,Revenue 2025-10 | TRK-102 | STU Exports Ltd
640,revenue,2025-11-28,Revenue - Transport Services,7,3,244506.68,Revenue 2025-11 | TRK-102 | DEF Industries
641,revenue,2025-11-28,Revenue - Transport Services,7,4,212121.39,Revenue 2025-11 | TRK-102 | GHI Travels & Tours
642,revenue,2025-11-28,Revenue - Transport Services,7,1,163092.28,Revenue 2025-11 | TRK-102 | ABC Logistics Pvt Ltd
643,revenue,2025-11-28,Revenue - Transport Services,7,8,20407.8,Revenue 2025-11 | TRK-102 | STU Exports Ltd
644,revenue,2025-11-28,Revenue - Transport Services,7,7,14264.84,Revenue 2025-11 | TRK-102 | PQR Infrastructure
645,revenue,2025-11-28,Revenue - Transport Services,7,6,89626.92,Revenue 2025-11 | TRK-102 | MNO Textiles
646,revenue,2025-12-28,Revenue - Transport Services,7,4,238218.07,Revenue 2025-12 | TRK-102 | GHI Travels & Tours
647,revenue,2025-12-28,Revenue - Transport Services,7,6,235511.63,Revenue 2025-12 | TRK-102 | MNO Textiles
648,revenue,2025-11-28,Revenue - Transport Services,7,5,66318.42,Revenue 2025-11 | TRK-102 | JKL Pharma Ltd
649,revenue,2025-12-28,Revenue - Transport Services,7,7,150600.86,Revenue 2025-12 | TRK-102 | PQR Infrastructure
650,revenue,2025-11-28,Revenue - Transport Services,7,2,18106.64,Revenue 2025-11 | TRK-102 | XYZ Manufacturing Ltd
651,revenue,2025-12-28,Revenue - Transport Services,7,3,271201.19,Revenue 2025-12 | TRK-102 | DEF Industries
652,revenue,2025-12-28,Revenue - Transport Services,7,2,98090.54,Revenue 2025-12 | TRK-102 | XYZ Manufacturing Ltd
653,revenue,2025-12-28,Revenue - Transport Services,7,1,120113.61,Revenue 2025-12 | TRK-102 | ABC Logistics Pvt Ltd
654,revenue,2025-12-28,Revenue - Transport Services,7,8,88948.19,Revenue 2025-12 | TRK-102 | STU Exports Ltd
655,revenue,2025-12-28,Revenue - Transport Services,7,5,111558.55,Revenue 2025-12 | TRK-102 | JKL Pharma Ltd
656,revenue,2026-01-28,Revenue - Transport Services,7,1,210527.24,Revenue 2026-01 | TRK-102 | ABC Logistics Pvt Ltd
657,revenue,2026-01-28,Revenue - Transport Services,7,6,115986.41,Revenue 2026-01 | TRK-102 | MNO Textiles
658,revenue,2026-01-28,Revenue - Transport Services,7,2,182032.06,Revenue 2026-01 | TRK-102 | XYZ Manufacturing Ltd
659,revenue,2026-01-28,Revenue - Transport Services,7,7,97963.62,Revenue 2026-01 | TRK-102 | PQR Infrastructure
660,revenue,2026-01-28,Revenue - Transport Services,7,4,164839.56,Revenue 2026-01 | TRK-102 | GHI Travels & Tours
661,revenue,2026-01-28,Revenue - Transport Services,7,8,39703.32,Revenue 2026-01 | TRK-102 | STU Exports Ltd
662,revenue,2026-01-28,Revenue - Transport Services,7,5,144841.14,Revenue 2026-01 | TRK-102 | JKL Pharma Ltd
663,revenue,2026-02-28,Revenue - Transport Services,7,4,150249.23,Revenue 2026-02 | TRK-102 | GHI Travels & Tours
664,revenue,2026-02-28,Revenue - Transport Services,7,1,260572.75,Revenue 2026-02 | TRK-102 | ABC Logistics Pvt Ltd
665,revenue,2026-02-28,Revenue - Transport Services,7,8,142627.08,Revenue 2026-02 | TRK-102 | STU Exports Ltd
666,revenue,2026-01-28,Revenue - Transport Services,7,3,39499.88,Revenue 2026-01 | TRK-102 | DEF Industries
667,revenue,2026-02-28,Revenue - Transport Services,7,6,47339.35,Revenue 2026-02 | TRK-102 | MNO Textiles
668,revenue,2026-02-28,Revenue - Transport Services,7,7,47354.75,Revenue 2026-02 | TRK-102 | PQR Infrastructure
669,revenue,2026-02-28,Revenue - Transport Services,7,2,31008.84,Revenue 2026-02 | TRK-102 | XYZ Manufacturing Ltd
670,revenue,2026-03-28,Revenue - Transport Services,7,8,242071.65,Revenue 2026-03 | TRK-102 | STU Exports Ltd
671,revenue,2026-03-28,Revenue - Transport Services,7,7,156119.31,Revenue 2026-03 | TRK-102 | PQR Infrastructure
672,revenue,2026-03-28,Revenue - Transport Services,7,6,144784.45,Revenue 2026-03 | TRK-102 | MNO Textiles
673,revenue,2026-03-28,Revenue - Transport Services,7,2,141499.31,Revenue 2026-03 | TRK-102 | XYZ Manufacturing Ltd
674,revenue,2026-03-28,Revenue - Transport Services,7,4,132772.46,Revenue 2026-03 | TRK-102 | GHI Travels & Tours
675,revenue,2026-03-28,Revenue - Transport Services,7,5,99414.42,Revenue 2026-03 | TRK-102 | JKL Pharma Ltd
676,revenue,2026-02-28,Revenue - Transport Services,7,3,19372.12,Revenue 2026-02 | TRK-102 | DEF Industries
677,revenue,2026-03-28,Revenue - Transport Services,7,3,126287.94,Revenue 2026-03 | TRK-102 | DEF Industries
678,revenue,2026-02-28,Revenue - Transport Services,7,5,50270.38,Revenue 2026-02 | TRK-102 | JKL Pharma Ltd
679,revenue,2026-04-28,Revenue - Transport Services,7,8,48123.13,Revenue 2026-04 | TRK-102 | STU Exports Ltd
680,revenue,2026-03-28,Revenue - Transport Services,7,1,99420.37,Revenue 2026-03 | TRK-102 | ABC Logistics Pvt Ltd
681,revenue,2026-04-28,Revenue - Transport Services,7,1,303700.11,Revenue 2026-04 | TRK-102 | ABC Logistics Pvt Ltd
682,revenue,2026-04-28,Revenue - Transport Services,7,5,15793.69,Revenue 2026-04 | TRK-102 | JKL Pharma Ltd
683,revenue,2026-04-28,Revenue - Transport Services,7,3,117577.48,Revenue 2026-04 | TRK-102 | DEF Industries
684,revenue,2026-04-28,Revenue - Transport Services,7,4,134267.15,Revenue 2026-04 | TRK-102 | GHI Travels & Tours
685,revenue,2026-04-28,Revenue - Transport Services,7,7,172323.98,Revenue 2026-04 | TRK-102 | PQR Infrastructure
686,revenue,2026-04-28,Revenue - Transport Services,7,6,95719.31,Revenue 2026-04 | TRK-102 | MNO Textiles
687,revenue,2026-05-28,Revenue - Transport Services,7,4,47785.67,Revenue 2026-05 | TRK-102 | GHI Travels & Tours
688,revenue,2026-05-28,Revenue - Transport Services,7,5,169294.38,Revenue 2026-05 | TRK-102 | JKL Pharma Ltd
689,revenue,2026-05-28,Revenue - Transport Services,7,7,80281.17,Revenue 2026-05 | TRK-102 | PQR Infrastructure
690,revenue,2026-05-28,Revenue - Transport Services,7,6,95683.41,Revenue 2026-05 | TRK-102 | MNO Textiles
691,revenue,2026-05-28,Revenue - Transport Services,7,8,119059.22,Revenue 2026-05 | TRK-102 | STU Exports Ltd
692,revenue,2026-05-28,Revenue - Transport Services,7,3,118733.88,Revenue 2026-05 | TRK-102 | DEF Industries
693,revenue,2026-05-28,Revenue - Transport Services,7,1,221435.51,Revenue 2026-05 | TRK-102 | ABC Logistics Pvt Ltd
